accel_mean,accel_std,accel_peak,accel_energy,accel_jerk_mean,accel_jerk_peak,gravity_deviation,accel_iqr,accel_skewness,accel_kurtosis,gyro_mean,gyro_std,gyro_peak,gyro_energy,gyro_jerk_mean,gyro_jerk_peak,gyro_iqr,gyro_variance,combined_intensity,phone_shake,impact_force,accel_gyro_correlation,sma,dynamic_accel,zero_crossings,signal_entropy,dominant_freq_accel,dominant_freq_gyro,scenario,label
7.01924,2.31708,12.6526,54.6385,2.46288,7.07093,2.79076,2.5692,0.27455,0.23523,2.88056,1.27627,6.58439,9.92648,1.35801,3.76109,1.89844,1.62887,20.2193,11.70777,2.8426,0.00743,9.28922,3.15795,24.0,2.85439,8.0,1.0,normal_jogging,0
9.94455,0.23109,10.77658,98.94737,0.27894,1.09395,0.13455,0.28196,0.61814,2.20999,0.20472,0.0868,0.37161,0.04944,0.09473,0.26497,0.1416,0.00753,2.03585,0.13965,0.96658,-0.06938,10.3623,0.19976,30.0,-1.38743,25.0,9.0,standing_still,0
29.62626,5.9083,42.24179,1089.89811,6.64113,16.85661,19.81626,9.19294,0.12139,-0.665,15.3029,5.02983,25.0689,365.70076,4.88038,13.81331,7.67273,35.63351,578.58971,171.90669,32.43179,0.11415,45.55316,19.83888,22.81622,-0.72318,15.04056,9.84727,synthetic_borderline_danger,1
10.95634,3.91745,22.02835,139.23647,3.86774,9.17545,1.81703,5.33386,0.31665,-0.15628,7.27039,3.22475,14.67809,75.21593,3.9637,9.99409,4.49695,12.64686,84.18338,116.73658,12.21835,-0.08584,16.14339,3.33386,26.45984,2.31952,5.7008,15.21889,synthetic_borderline_danger,1
42.58538,7.56155,61.94688,1870.6925,9.73357,31.79927,32.77538,11.60156,0.12211,-0.27228,25.61162,6.99596,42.863,704.8985,8.12389,28.00716,8.51212,48.94343,1090.68054,183.32188,52.13688,-0.03407,69.40438,32.77539,27.0,1.3779,9.0,14.0,kidnapping,1
22.42287,5.73914,34.47831,535.72284,6.72012,20.64452,12.61287,9.03872,0.00272,-0.77744,21.89556,5.73515,31.89108,512.30774,6.04438,20.78986,7.46039,32.89192,490.96133,153.7948,24.66831,-0.04741,34.92923,12.61287,27.0,1.8578,22.0,11.0,physical_attack,1
12.59749,1.67754,15.89016,161.5108,1.65658,7.44615,2.78749,2.32941,-0.2966,-0.09456,2.02064,0.89159,4.14379,4.87792,1.12799,3.47056,1.05233,0.79494,25.45496,7.97816,6.08016,-0.03947,17.75933,2.89001,19.0,3.48163,15.0,18.0,fast_walk,0
11.15406,1.11005,13.44871,125.64523,1.29777,3.34835,1.34406,1.39958,-0.34646,-0.1874,1.12143,0.4516,2.59753,1.46154,0.47393,1.89778,0.4796,0.20394,12.50847,3.01732,3.63871,0.01343,13.00969,1.49734,26.0,3.93687,3.0,12.0,normal_commute,0
28.11694,5.89907,42.70468,825.36139,6.40155,19.2621,18.30694,7.64558,0.35161,-0.25901,21.77143,5.40251,33.25757,503.18216,6.13725,17.2006,5.82829,29.18716,612.146,112.54042,32.89468,-0.23857,46.00369,18.30694,21.0,1.6486,20.0,2.0,physical_attack,1
30.35266,6.50282,50.67272,963.57025,7.18407,27.11564,20.54266,8.16825,0.40681,0.96002,24.90344,5.81424,37.93792,653.98688,7.02804,17.72488,8.72171,33.80533,755.88568,173.15009,40.86272,0.26695,48.81398,20.54265,19.0,1.30399,21.0,15.0,kidnapping,1
11.07224,1.8015,15.97113,128.10626,2.14302,6.21069,1.26224,2.49431,0.23025,-0.07786,1.74459,0.68294,3.06223,5.21491,0.76875,2.18393,0.82426,0.69428,20.34715,14.86799,6.16113,-0.15514,14.55752,1.79807,25.0,-2.74104,22.26915,5.90372,synthetic_borderline_danger,1
34.04661,8.00127,49.60741,1223.19189,8.16835,25.74151,24.23661,9.65908,0.19475,-0.78059,16.51568,4.7808,26.94672,295.62363,5.94382,16.43715,6.54482,22.85604,562.30273,233.56534,39.79741,0.13992,54.71228,24.2366,21.0,1.57535,7.0,12.0,kidnapping,1
28.05873,6.21101,41.42265,825.86938,7.40187,21.97235,18.24874,7.50628,-0.02476,-0.41447,19.65323,4.8936,29.89286,410.19672,5.91126,18.06138,7.23213,23.94736,551.44476,118.15076,31.61265,-0.067,45.32315,18.24874,28.0,1.71802,20.0,1.0,physical_attack,1
10.19098,0.22592,10.6642,103.90701,0.26829,0.89064,0.38098,0.28404,-0.11662,-0.31613,0.2369,0.10193,0.52711,0.06651,0.11852,0.44088,0.12555,0.01039,2.41424,0.12578,0.8542,0.09282,10.67327,0.39334,26.0,-2.44818,12.0,15.0,standing_still,0
9.10923,1.96768,13.17187,86.84988,1.85035,4.9856,0.70077,2.50967,-0.14407,-0.60394,9.57611,3.61355,18.37437,104.75956,4.3044,12.72562,4.45857,13.05772,87.231,9.39788,3.36187,0.18288,12.17181,1.67955,17.0,3.49798,5.0,25.0,trembling_fear,1
11.76556,1.46168,16.18131,140.56491,1.60469,4.59876,1.95556,1.67367,0.46696,0.61864,1.42124,0.66911,4.01598,2.46763,0.67888,2.50869,0.87315,0.44771,16.72166,3.82987,6.37131,0.11401,13.39899,2.04994,26.0,3.26814,17.0,17.0,normal_walking,0
41.32424,8.14901,56.89344,1774.09888,10.26854,31.69292,31.51424,10.84048,-0.13461,-0.72934,15.17499,5.18195,29.05765,257.133,6.30856,20.62098,7.39342,26.8526,627.09491,220.6712,47.08344,-0.08354,68.1418,31.51424,26.0,1.48039,21.0,24.0,kidnapping,1
10.03748,1.78829,13.50789,103.94897,2.13093,5.62065,0.22748,2.08222,-0.14995,-0.35812,7.43018,3.45861,17.67643,67.16951,3.93718,13.57549,4.62251,11.96195,74.58028,9.68094,3.69789,0.09848,13.54747,1.45125,23.0,3.60319,14.0,1.0,trembling_fear,1
10.08536,1.12769,13.43604,102.98625,1.21428,3.70401,0.27536,1.62164,0.59421,0.42429,1.54507,0.55931,3.02115,2.70006,0.65855,1.91498,0.75482,0.31283,15.58256,2.50661,3.62604,-0.03367,11.46177,0.90152,26.0,3.60352,3.0,13.0,normal_walking,0
10.43575,1.19474,12.54455,110.33224,1.2935,3.43555,0.62575,1.60525,-0.20581,-0.60421,1.37164,0.57046,2.61577,2.20682,0.63592,1.86345,0.84016,0.32542,14.31407,3.07338,2.73455,0.25117,11.99999,1.10075,23.0,4.3607,2.0,25.0,normal_walking,0
26.90527,6.78082,44.32227,769.87329,8.61902,22.90522,17.09527,8.87039,-0.05376,0.15635,28.5188,5.95037,39.96117,848.72876,7.23241,21.43052,8.77745,35.40688,767.30615,151.36011,34.51227,0.2217,41.71953,17.14941,33.0,1.30892,20.0,17.0,forced_into_vehicle,1
9.6088,2.07063,15.40528,100.05485,2.3299,7.89807,0.61687,2.62916,0.24845,0.18527,4.09985,1.58344,8.05033,40.66343,1.79061,5.78593,2.02052,5.00167,41.92763,45.56209,5.59528,-0.05208,12.24749,1.6942,24.9511,3.5352,16.15402,10.55256,synthetic_hard_negative,0
23.26502,5.90838,32.24691,576.1701,5.84129,20.03761,13.45502,7.10626,-0.72979,0.07347,20.27802,4.7132,28.76289,433.41248,5.39835,15.90302,6.79334,22.21422,471.76862,129.28214,22.43691,-0.05879,36.8776,13.54377,23.0,1.76266,2.0,5.0,physical_attack,1
10.94528,1.23211,13.81303,121.5485,1.35201,3.81237,1.13528,1.59608,0.10199,0.10525,1.22227,0.51549,2.88134,2.02852,0.58573,2.11088,0.72541,0.31157,13.33744,3.18794,4.00303,0.00593,12.28436,1.40798,23.5369,3.30263,7.24172,5.70483,synthetic_hard_negative,0
17.8091,4.95815,29.9755,341.74734,5.69111,17.20824,7.9991,7.18485,0.04384,-0.10526,12.2474,3.58495,22.16804,162.85062,4.43857,12.71588,4.18616,12.85188,218.11514,59.29658,20.1655,0.05429,29.0246,8.27677,24.0,1.84415,8.0,24.0,struggle_restrained,1
11.31407,3.69423,20.8208,141.65564,4.46832,15.73275,1.50407,5.73689,0.47157,-0.57323,13.31935,3.48829,20.64055,189.57323,4.30918,11.02038,4.47113,12.16816,150.69609,47.50043,11.0108,0.14105,17.08582,3.12938,27.0,2.36253,22.0,12.0,forced_into_vehicle,1
11.6982,1.63428,15.81083,139.51881,1.77662,4.95578,1.8882,2.02296,-0.10289,-0.0082,8.02754,3.64139,17.25818,77.70114,3.94705,11.87631,5.51486,13.25975,93.90778,9.44376,6.00083,0.05349,14.29824,2.12448,22.0,3.24496,17.0,9.0,trembling_fear,1
9.98654,0.92253,12.60344,100.58202,0.99311,2.56988,0.17654,1.20193,0.06174,0.03014,1.00273,0.50639,2.54565,1.2619,0.50442,1.91658,0.56431,0.25643,10.01383,2.45872,2.79344,-0.17949,11.50377,0.76655,23.0,3.92451,3.0,14.0,normal_commute,0
10.01498,0.18405,10.37993,100.33375,0.20418,0.55729,0.20498,0.31482,-0.13308,-0.96978,0.14497,0.04009,0.26988,0.02262,0.04461,0.17671,0.0503,0.00161,1.45187,0.06608,0.56993,0.0431,10.42339,0.23035,22.0,-9.79088,1.0,9.0,lying_down,0
10.89694,1.22122,14.44233,120.23466,1.31432,4.50163,1.08694,1.52828,0.53784,0.21667,1.64837,0.63975,3.45691,3.12639,0.6974,1.96478,0.94421,0.40929,17.96214,3.02584,4.63233,-0.12088,12.30304,1.29008,23.0,3.8433,18.0,12.0,normal_walking,0
39.84054,8.25366,55.73011,1655.39172,9.96399,27.38382,30.03054,13.22584,-0.1883,-0.72262,26.03846,6.93741,42.80942,726.12909,8.27329,30.55984,6.42529,48.12772,1037.38635,204.0546,45.9201,0.05501,65.78098,30.03054,25.0,1.38044,19.0,14.0,kidnapping,1
10.67597,1.61357,14.63438,116.58002,1.77698,5.25785,0.86597,2.52248,0.17396,-0.37125,2.95746,1.19997,6.04693,10.18651,1.19071,3.6245,1.42182,1.43993,31.57377,12.90908,4.82438,0.21581,14.49088,1.42441,24.0,3.23007,24.0,16.0,being_followed,1
18.33561,2.90793,24.4735,344.6507,3.48925,9.54491,8.52561,4.56481,0.2507,-0.83594,6.51635,3.14743,14.34915,52.36907,3.37293,9.94442,4.58233,9.90631,119.48116,23.73894,14.6635,0.05491,28.34141,8.52561,23.0,2.96476,23.0,16.0,harassment_backing,1
11.38394,1.16084,14.09827,130.94153,1.47012,5.2948,1.57394,1.61565,0.04847,-0.43142,1.1401,0.41153,2.27035,1.46918,0.5079,1.60144,0.59752,0.16936,12.97882,3.0665,4.28827,-0.236,12.85498,1.66051,25.0,4.05581,25.0,8.0,normal_commute,0
10.15074,1.30992,12.83416,104.75349,1.4348,5.11657,0.34074,1.354,-0.50689,1.30396,1.49753,0.57823,2.98319,2.57693,0.70128,2.21265,0.89501,0.33435,15.201,3.02947,3.02416,0.06125,11.41754,1.02067,25.0,3.2155,9.0,14.0,normal_walking,0
28.55364,4.82671,38.10211,838.60742,5.90969,14.60863,18.74364,7.02442,-0.29232,-0.51542,20.40321,4.88578,31.18218,440.16196,5.33091,12.325,6.25968,23.87082,582.586,112.29094,28.29211,-0.02738,45.08409,18.74364,25.0,1.89654,6.0,2.0,physical_attack,1
9.84142,0.21737,10.31493,96.90089,0.26431,0.81836,0.03142,0.26739,-0.05678,-0.3642,0.2298,0.11407,0.51662,0.06582,0.14126,0.38765,0.16622,0.01301,2.26157,0.14929,0.50493,0.10751,10.37397,0.17488,29.0,-3.75679,24.0,22.0,standing_still,0
9.82747,0.18445,10.23545,96.61326,0.22438,0.68702,0.01747,0.2303,-0.00206,-0.37775,0.10711,0.04,0.1886,0.01307,0.05227,0.15201,0.05444,0.0016,1.05265,0.07086,0.42545,-0.10747,10.10093,0.15298,25.0,-8.88298,24.0,18.0,lying_down,0
11.3293,1.92085,15.82337,132.04266,2.43596,6.52084,1.5193,2.34886,-0.10486,-0.40783,2.001,0.83683,4.03706,4.70427,1.01344,2.9992,1.2536,0.70028,22.6699,9.08535,6.01337,0.08435,16.61127,2.0036,29.0,3.27119,15.0,14.0,fast_walk,0
9.72935,0.16911,10.13791,94.68881,0.22165,0.57751,0.08065,0.22826,0.54503,-0.27629,0.15612,0.07908,0.34083,0.03063,0.09029,0.24905,0.10695,0.00625,1.51895,0.10277,0.32791,0.07455,10.15761,0.1629,31.0,-9.38569,17.0,25.0,sitting_still,0
10.20484,1.77156,13.99002,107.27715,1.87398,6.77819,0.39484,1.89067,-0.53976,1.95408,2.15166,0.96319,5.14307,5.55739,0.95127,3.75703,1.0651,0.92774,21.95737,7.64132,4.18002,0.02451,13.48494,1.37351,23.0,2.69831,3.0,4.0,fast_walk,0
9.18508,2.89087,16.96423,92.72281,2.86915,8.65454,0.62492,4.17444,0.0895,0.08268,3.34344,1.18801,5.48595,12.58994,1.41901,4.11287,1.95838,1.41136,30.70974,23.564,7.15423,-0.02359,12.96569,2.40238,24.0,2.34717,9.0,18.0,workout_gym,0
22.62835,6.35216,39.37471,661.3333,7.03982,20.85678,14.46303,6.87616,0.21329,0.09272,10.1263,3.1443,17.20794,141.55938,3.42275,14.11089,3.70187,12.02661,281.58344,104.62172,29.56471,-0.01447,29.818,14.56876,28.70505,1.78554,19.47477,12.29495,synthetic_borderline_danger,1
9.03161,0.32239,9.77725,81.67386,0.3927,0.96121,0.77839,0.42466,0.05332,-0.19276,2.72618,1.05851,5.19386,8.55249,1.07834,2.96379,1.3325,1.12044,24.62177,0.28309,0.0,-0.07785,9.54607,0.77839,30.0,2.18522,18.0,8.0,sudden_freeze_danger,1
32.70811,9.04311,51.04652,1151.59814,10.13846,30.80697,22.89811,13.77478,0.09345,-0.7505,25.70902,6.2181,39.06715,699.61841,6.78894,17.08652,8.7985,38.66479,840.89343,236.28229,41.23652,0.04934,52.47685,22.89811,22.0,1.36744,17.0,4.0,kidnapping,1
11.22266,2.07298,16.2219,130.24545,2.1234,6.50007,1.41266,2.77597,0.32404,-0.39468,8.25443,3.17937,14.86266,78.24405,3.14538,10.13743,5.12422,10.10842,92.63671,10.86785,6.4119,0.06197,14.20897,2.00508,22.0,3.30258,2.0,2.0,trembling_fear,1
19.60924,5.57783,32.46097,415.63452,5.72224,17.39305,9.79924,7.91142,-0.2401,-0.31488,6.73777,2.30047,13.83496,50.68966,2.89478,11.14481,2.90217,5.29217,132.12251,74.69281,22.65097,0.0651,26.80379,10.05521,23.0,1.66278,2.0,17.0,escape_running,1
26.0293,5.57893,40.99546,708.6488,5.86137,27.76502,16.2193,5.11735,0.2825,0.38743,17.04,4.27912,24.84381,308.67242,5.49917,17.38255,6.58522,18.31088,443.53928,106.06783,31.18546,-0.25388,42.6396,16.2193,23.0,1.54729,1.0,15.0,physical_attack,1
14.95843,4.02196,23.45873,239.93079,5.07879,13.78106,5.14843,5.47319,0.21623,-0.76531,9.7683,3.1655,17.01084,105.44007,3.60381,10.1796,4.56311,10.02041,146.11842,55.47535,13.64873,0.00347,23.88693,5.38263,27.0,2.30164,19.0,18.0,struggle_restrained,1
9.55939,0.22443,10.01576,91.43228,0.27572,0.89169,0.25061,0.3011,-0.07831,-0.49885,0.22548,0.08556,0.44074,0.05816,0.10981,0.29001,0.10984,0.00732,2.15545,0.13723,0.20576,0.07756,10.04407,0.27641,32.0,-2.98568,13.0,18.0,standing_still,0
9.90262,0.23615,10.4028,98.11764,0.28566,0.77806,0.09262,0.38041,-0.22011,-0.38337,0.30896,0.09359,0.55218,0.10422,0.09871,0.28721,0.11534,0.00876,3.05953,0.1415,0.5928,0.0633,10.27055,0.21086,29.0,-1.76154,19.0,2.0,standing_still,0
9.18707,1.15709,11.8944,85.74104,1.18381,4.09358,0.62293,1.36433,0.40013,-0.11015,1.51555,0.69007,4.04903,2.77307,0.77695,2.19038,0.86513,0.47619,13.92342,3.06556,2.0844,0.02271,10.77407,1.08042,23.0,3.79087,5.0,11.0,normal_walking,0
25.085,5.94439,42.26136,664.59296,7.00523,19.50625,15.275,7.03302,0.2781,0.09342,11.40857,4.7112,21.29092,152.35077,5.54106,16.22114,7.34253,22.19538,286.18393,109.36181,32.45135,0.14181,40.51866,15.275,27.0,1.51164,20.0,19.0,physical_attack,1
11.34808,1.2786,15.40981,144.27605,1.62565,4.82801,1.77052,1.75596,0.31225,0.01475,1.5906,0.61131,2.94243,10.5988,0.62229,1.98297,0.91289,1.36375,26.19802,14.31395,5.59981,-0.04991,13.1875,1.848,24.56394,-2.00495,5.12789,6.8829,synthetic_hard_negative,0
27.10546,5.82497,39.46901,768.63635,7.05387,19.41948,17.29546,7.58615,-0.21968,-0.527,21.38891,4.51706,31.59311,477.88913,4.45095,14.20956,6.60035,20.40385,579.7561,116.7039,29.65901,-0.1233,44.11193,17.29546,24.0,1.80203,13.0,9.0,physical_attack,1
11.64412,2.74674,17.76846,143.13,3.36587,8.40584,1.83412,4.11344,0.17677,-0.70771,2.57748,1.024,5.02883,7.69196,1.24541,3.32489,1.51652,1.04857,30.01244,14.41688,7.95846,-0.11669,14.95529,2.64862,27.0,3.01863,23.0,13.0,normal_jogging,0
9.64633,0.4208,10.39962,93.22881,0.45971,1.38501,0.16367,0.68802,-0.16182,-0.96068,0.59048,0.12989,0.98174,0.36554,0.16147,0.51884,0.18218,0.01687,5.69598,0.45901,0.58962,0.00912,11.1541,0.36421,20.0,3.23256,1.0,20.0,phone_dropped_snatched,1
8.32567,2.55637,14.46747,75.85186,3.33659,7.74351,1.48433,4.20203,0.00535,-0.83582,2.97822,1.24503,5.68751,10.41992,1.38605,4.11433,1.30375,1.5501,24.79572,12.42406,4.65747,-0.19587,10.64108,2.36276,30.0,2.99242,22.0,18.0,normal_jogging,0
9.71565,0.31809,10.42323,94.49506,0.34507,0.93222,0.09435,0.40515,-0.04804,-0.03781,1.912,0.82079,4.5954,4.32942,0.9877,3.78328,1.24519,0.67369,18.57629,0.24121,0.61323,-0.09729,10.23121,0.2681,21.0,1.80765,12.0,6.0,sudden_freeze_danger,1
9.55505,0.15655,9.95997,91.32348,0.16513,0.44517,0.25495,0.22178,0.04083,-0.13463,0.14605,0.05281,0.24189,0.02412,0.07005,0.19829,0.08707,0.00279,1.39552,0.05582,0.14997,0.44128,9.80627,0.26334,24.0,-11.05757,15.0,11.0,lying_down,0
10.60853,4.39015,19.97775,131.8143,4.89947,14.82668,0.79853,5.74098,0.50843,-0.2638,7.38824,2.01886,12.82528,58.66188,2.0585,6.68776,2.32352,4.07578,78.37839,62.75026,10.16775,-0.13569,15.51445,3.43266,24.0,2.13105,17.0,8.0,escape_running,1
9.99588,0.35335,10.85431,100.04243,0.48296,1.40437,0.18588,0.54554,-0.02484,-0.34203,0.34123,0.12869,0.59131,0.133,0.15624,0.39671,0.16732,0.01656,3.4109,0.40874,1.04431,-0.29754,10.62998,0.31651,33.0,1.08997,25.0,17.0,phone_dropped_snatched,1
9.90424,0.21259,10.35369,98.13917,0.21393,0.65246,0.09424,0.30092,-0.56638,-0.05284,0.18788,0.08378,0.33826,0.04232,0.10933,0.27372,0.11467,0.00702,1.86079,0.15492,0.54369,-0.22454,10.29956,0.19271,20.0,-4.2976,2.0,23.0,standing_still,0
14.79456,2.68467,20.50025,289.79593,3.23205,8.69909,5.53747,3.48962,0.0175,-0.63358,5.10735,1.85137,9.2403,62.09853,1.9913,5.3826,2.60749,6.59138,117.69837,43.19591,10.69025,0.07409,20.9463,6.09632,24.69872,3.15615,19.72277,17.81894,synthetic_hard_negative,0
7.34596,1.12785,10.38936,55.23516,1.20399,4.78809,2.46404,1.37659,0.06969,0.72611,1.55913,0.55566,2.65483,2.73965,0.63209,1.84269,0.87715,0.30875,11.45332,3.00058,0.57936,-0.30664,8.81812,2.48722,20.0,3.37149,5.0,8.0,normal_walking,0
9.74252,0.20116,10.20037,94.9572,0.24594,0.81488,0.06748,0.23875,0.01257,-0.45077,0.21101,0.07982,0.45113,0.0509,0.09481,0.28509,0.13116,0.00637,2.05578,0.10607,0.39037,0.19734,10.01202,0.16826,28.0,-6.43354,22.0,16.0,sitting_still,0
28.44657,7.20794,47.91479,861.16162,8.00476,29.89729,18.63657,8.65032,0.67731,0.13143,22.15948,5.77291,34.95395,524.36908,7.35992,20.3787,8.84414,33.32652,630.36127,134.46799,38.10479,-0.10353,46.50577,18.63657,21.0,1.49629,13.0,17.0,forced_into_vehicle,1
9.97021,1.71735,14.96913,102.35445,1.83567,7.02938,0.16021,2.16632,0.38128,0.71555,9.20102,3.75795,17.56606,98.78091,4.72227,13.04788,4.9572,14.12216,91.73611,9.16667,5.15913,-0.00207,12.55146,1.30105,19.0,2.88361,8.0,25.0,trembling_fear,1
20.83293,6.29364,37.71466,473.62094,7.1683,19.57834,11.02293,7.61676,0.575,-0.0011,14.47569,4.8772,26.66491,233.33267,6.02729,17.09614,7.15299,23.78709,301.57101,147.04802,27.90466,-0.19243,32.35177,11.06232,26.0,1.56971,2.0,25.0,physical_attack,1
9.07419,1.18168,11.76086,83.7373,1.36422,4.53398,0.73581,1.68601,0.02917,-0.63044,1.71816,0.67077,3.1786,3.40199,0.72258,1.94062,0.84859,0.44993,15.59087,2.7037,1.95086,-0.27566,10.83413,1.1047,25.0,4.34229,21.0,6.0,normal_walking,0
9.78382,1.51369,12.97008,98.80713,1.5903,4.83255,0.87652,2.23517,0.12612,-0.39411,5.07549,2.37939,14.23752,43.24467,2.70819,8.74833,2.96373,8.00419,46.94702,6.65717,3.16008,-0.13144,12.28169,1.47331,21.56395,3.69185,4.74419,16.25581,synthetic_borderline_danger,1
13.61115,2.59151,19.02584,191.97931,2.93146,9.99194,3.80115,3.40603,-0.13656,-0.02602,2.75658,1.08412,5.73375,8.77404,1.24988,3.76284,1.43153,1.17531,37.52022,11.85813,9.21583,0.05965,16.16818,4.02912,22.0,2.71465,3.0,25.0,normal_jogging,0
11.05472,1.03542,13.03803,123.27895,1.35341,3.70197,1.24472,1.59934,0.07032,-0.59343,1.10467,0.35163,1.91036,1.34394,0.44512,1.14101,0.51805,0.12364,12.21182,3.13655,3.22803,0.07225,12.75823,1.35383,26.0,4.18099,13.0,17.0,normal_commute,0
11.54832,1.96158,15.8634,140.81369,2.45769,6.74819,2.23382,2.57637,0.15273,-0.44288,3.16819,1.20666,6.68643,18.15969,1.33877,4.90518,1.47994,2.27213,32.48836,24.85044,6.0534,0.17334,14.01163,2.83039,26.61447,3.49329,17.45788,16.8553,synthetic_hard_negative,0
9.90027,1.42867,13.06227,100.0565,1.80575,5.37153,0.09027,2.15072,-0.14479,-0.58421,1.42049,0.6702,3.1706,2.46697,0.76136,2.46576,0.85095,0.44917,14.06327,3.67505,3.25227,0.15618,11.72968,1.17069,25.0,3.95616,21.0,15.0,normal_walking,0
8.15833,0.9721,10.09061,67.50342,1.17135,3.36166,1.65167,1.31885,-0.00592,-0.93275,0.91337,0.36008,1.5771,0.96391,0.37506,0.97794,0.58659,0.12966,7.45158,2.53762,0.28061,0.24008,9.51437,1.66289,24.0,4.95102,11.0,6.0,normal_commute,0
9.86784,0.16732,10.19625,97.40219,0.1915,0.60582,0.05784,0.23779,-0.00318,-0.69539,0.17685,0.07679,0.3603,0.03717,0.08681,0.2472,0.09897,0.0059,1.74514,0.08622,0.38625,-0.10131,10.19588,0.14102,23.0,-11.21026,24.0,7.0,sitting_still,0
9.64719,0.21036,10.10087,93.11261,0.22554,0.65125,0.16281,0.28427,0.29267,-0.38253,0.20116,0.07794,0.36607,0.04654,0.09206,0.2392,0.0964,0.00607,1.94063,0.15092,0.29087,0.19541,10.20514,0.22557,21.0,-4.45109,3.0,25.0,standing_still,0
10.20465,1.07804,12.64926,105.29709,1.15374,3.26641,0.39465,1.38388,-0.32104,0.0262,1.07602,0.37965,1.9106,1.30196,0.47006,1.22813,0.49202,0.14414,10.98042,2.73491,2.83926,-0.0765,11.60854,0.92992,27.0,3.92426,20.0,16.0,normal_commute,0
8.65496,1.46867,11.78722,77.06525,1.79931,5.03856,1.15504,2.24909,0.04611,-0.60278,1.61308,0.63804,2.99942,3.00912,0.76996,2.3093,0.85938,0.4071,13.96113,3.55621,1.97722,-0.19215,9.97308,1.50866,27.0,3.87267,5.0,7.0,normal_walking,0
27.09348,6.67191,42.03811,778.57086,8.13424,22.12295,17.28348,9.20933,-0.23718,-0.03461,24.96736,6.96583,40.93864,671.89172,8.28554,21.18288,7.96464,48.5228,676.45251,126.79233,32.22811,0.02045,44.68433,17.28348,27.0,1.46883,21.0,13.0,forced_into_vehicle,1
8.29698,3.01266,16.83391,77.91608,3.58868,9.21377,1.51302,3.90558,0.41496,0.17328,3.27846,1.52907,7.22448,13.08633,1.61131,4.5976,2.13139,2.33805,27.2013,32.27755,7.02391,-0.06123,12.92846,2.64993,24.0,2.43264,16.0,12.0,workout_gym,0
8.84801,3.21202,16.30657,89.07019,4.054,10.52963,1.02907,5.40119,0.20006,-0.81658,4.8976,1.91212,10.22962,29.80821,2.2843,6.5795,2.85347,3.9638,42.43786,64.55919,6.49657,0.09085,13.09759,2.90622,26.8032,2.69666,16.8032,14.14187,synthetic_borderline_danger,1
18.88928,4.14655,28.62702,373.99875,4.33917,12.45011,9.07928,4.29384,-0.3452,0.27029,8.55498,3.49905,17.33354,85.43101,3.61746,10.53187,3.65155,12.24334,161.59738,58.58532,18.81702,-0.02465,30.50516,9.08142,26.0,2.03834,5.0,13.0,struggle_restrained,1
10.22214,2.66627,14.6812,111.6011,3.50732,8.15996,0.41214,4.50389,-0.43604,-0.83301,2.85427,1.00897,5.589,9.16488,1.10062,3.13659,1.32304,1.01802,29.17675,22.00534,4.8712,0.13425,14.24872,2.31004,30.0,3.11313,25.0,5.0,being_followed,1
10.10431,2.2505,14.32703,107.16193,2.73448,8.21387,0.29431,3.34302,-0.05871,-0.83808,2.73571,1.32394,7.35338,9.23691,1.49458,4.76123,1.37016,1.75281,27.64246,9.92431,4.51703,0.1466,12.54209,1.92531,24.0,3.47269,11.0,19.0,normal_jogging,0
8.8451,2.73398,15.15564,85.71033,3.08883,10.20354,0.9649,2.84018,0.8427,0.12938,3.11351,1.18071,6.00316,11.08804,1.2866,4.34566,1.40785,1.39407,27.53933,10.88039,5.34564,-0.27344,11.49312,2.41195,25.0,2.89287,15.0,8.0,normal_jogging,0
14.92169,3.43263,21.9363,234.43993,4.15714,11.71099,5.11169,4.90729,0.06445,-0.77859,14.19939,2.93961,21.64215,210.26393,3.64286,12.68081,4.01164,8.6413,211.87892,41.5939,12.1263,0.1497,22.03399,5.25572,27.0,2.60167,23.0,22.0,forced_into_vehicle,1
19.48846,4.53125,29.53965,400.33218,4.9454,17.32575,9.67846,5.52567,-0.00501,-0.21723,11.91002,3.58848,19.04163,154.72577,4.04126,10.28083,4.64334,12.87718,232.10791,52.2184,19.72965,-0.18893,32.30382,9.69135,23.0,2.02084,16.0,4.0,struggle_restrained,1
17.66458,3.92984,27.58653,327.48114,4.42968,15.61749,7.85458,4.30961,0.15019,0.34476,13.24846,3.79541,25.01259,189.92696,4.27111,16.00758,4.92139,14.40517,234.02856,54.72179,17.77653,0.02165,28.1302,7.95449,26.0,1.88092,20.0,12.0,struggle_restrained,1
37.01859,7.35237,56.70061,1424.43323,9.19596,24.23936,27.20859,11.51876,0.15526,-0.27737,24.00417,6.68853,38.1874,620.93677,8.00663,26.84736,8.9341,44.73647,888.60065,195.47533,46.89061,0.10419,59.55727,27.20859,26.0,1.40164,4.0,6.0,kidnapping,1
9.9855,1.04066,12.29321,100.79318,1.27423,3.1257,0.1755,1.53172,0.21367,-0.58468,1.08281,0.44766,2.04862,1.37288,0.52783,1.71341,0.59212,0.2004,10.81243,2.77812,2.48321,-0.04809,11.50621,0.83325,23.0,4.45851,22.0,5.0,normal_commute,0
9.63694,0.26037,10.21829,92.93832,0.31425,0.82384,0.17306,0.36841,0.08896,-0.56272,0.28041,0.09946,0.46179,0.08852,0.12283,0.31296,0.13872,0.00989,2.70228,0.15986,0.40829,0.3148,10.27231,0.25233,22.0,-1.02487,20.0,24.0,standing_still,0
